Type 2_first,Type 2_second,Legendary_first,Legendary_second,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Winner_mark
8,12,0,0,-63,24,-23,-51,-46,-10,2
7,12,0,0,-3,-10,-25,0,15,-42,2
12,7,0,0,-18,-2,-5,-14,57,-78,2
12,14,1,0,40,60,165,0,0,-20,2
7,10,0,0,10,31,-12,-18,-10,4,1
12,2,1,0,-25,0,-5,0,-5,95,1
11,7,0,0,50,10,50,39,64,0,2
10,12,0,0,-10,40,20,65,25,-60,2
12,12,0,0,-11,0,-5,-5,0,10,1
15,8,0,0,-20,-10,-22,-55,-22,-31,2
17,15,0,0,-51,-45,6,-101,21,-45,2
18,12,0,0,-5,-5,67,45,67,46,1
12,12,0,0,-55,-70,-50,-45,-35,-55,2
5,7,0,0,-15,30,-10,30,-35,-55,2
12,4,0,1,20,-70,-65,-145,-65,-60,2
6,12,0,0,-30,-65,-30,85,30,30,1
14,10,0,0,-43,-80,-65,-35,-50,-37,2
7,9,0,0,0,35,-8,25,-28,41,1
1,12,0,0,-20,-13,-37,-15,-37,-1,2
12,15,0,0,-10,50,0,-100,-35,45,1
5,12,0,0,-5,20,-25,-39,12,7,1
12,12,0,0,-45,-70,-40,-30,25,-70,2
12,12,0,0,55,60,25,15,55,75,1
12,15,0,0,7,-10,-34,0,-14,-5,2
7,12,0,0,3,0,0,55,0,41,1
12,12,0,0,-25,-25,-20,-80,-40,-65,2
12,3,0,0,10,42,52,49,39,-7,2
10,12,0,1,31,-48,27,-65,25,-65,2
12,14,0,0,-10,-18,-17,-60,-55,-35,2
14,17,0,0,-65,-85,-5,25,0,-58,2
2,12,0,0,-15,23,-5,-23,-25,-15,2
12,11,0,0,25,-20,-105,40,50,-30,2
9,12,0,0,-12,30,8,-15,15,3,1
12,1,0,1,20,-60,40,-70,-30,20,1
12,10,0,0,-1,-22,-27,-45,-25,-60,2
10,12,0,0,5,5,-20,10,-40,-20,2
14,5,0,0,54,-45,-10,25,20,-40,2
7,12,0,0,-15,3,-40,-68,-45,0,2
9,12,0,0,0,43,67,-15,0,-1,2
12,4,0,0,-20,-75,-95,-25,-65,-20,2
5,11,0,0,40,30,-12,-35,-17,-16,2
12,10,0,0,-5,-35,30,0,70,15,1
12,12,0,0,15,-75,-100,5,-55,15,1
12,12,0,1,-30,-45,-35,-50,-50,-70,2
4,2,0,0,-12,-20,15,55,70,52,2
12,15,0,0,-6,-87,-54,-12,-9,34,1
9,12,0,1,-15,-15,15,10,25,0,2
12,12,0,0,5,14,4,-9,16,45,1
12,12,0,0,-28,-12,35,30,34,18,1
12,15,0,0,-54,-15,-15,25,20,29,2
12,15,0,0,68,-4,-76,-39,-31,-28,2
12,12,0,0,1,21,-8,-50,-30,-43,2
12,12,0,0,-71,45,-40,-62,-50,-19,2
14,7,0,1,-60,-55,-31,-95,-46,-33,2
12,12,1,0,22,41,47,25,40,0,2
12,5,0,0,-52,-20,-47,-69,-40,-43,2
12,12,0,0,-5,-34,-30,-7,-10,-13,2
12,12,0,0,25,11,-23,-54,7,23,1
12,12,0,0,36,16,10,8,-40,8,1
12,8,0,0,20,20,-20,-35,-75,0,2
7,12,0,0,40,35,41,35,41,88,1
12,18,0,0,123,23,13,1,-11,15,1
5,12,0,0,49,55,79,14,25,-1,2
12,12,0,0,-25,-30,-9,-15,-9,0,2
6,12,0,0,0,-5,-10,50,-30,-40,2
7,18,0,0,108,28,-23,51,-2,30,1
12,12,0,0,30,25,10,-60,-15,-25,2
12,7,0,0,-15,52,79,-11,-49,-52,2
9,14,0,0,20,25,20,20,30,25,1
7,12,0,0,45,-25,-35,51,71,55,2
12,12,0,0,17,40,-5,0,-15,-50,1
12,12,0,0,-29,-19,-20,-43,-16,-34,2
4,12,1,0,-10,110,40,80,30,-30,2
6,12,0,0,20,0,10,65,30,25,1
17,12,0,0,0,73,38,5,50,-36,2
12,10,0,0,58,-15,40,67,50,-13,2
12,14,0,0,18,3,5,32,74,15,1
1,12,0,1,3,-57,-23,-109,-99,-6,2
12,12,0,0,-8,-39,24,-6,36,15,1
7,4,0,0,12,25,20,25,10,30,1
4,12,1,0,0,108,62,95,60,55,1
12,12,0,0,17,55,14,20,4,-20,2
12,12,0,0,7,55,25,5,35,-22,2
12,15,0,0,8,-10,30,15,10,-30,2
12,12,0,0,-9,21,-16,-14,-21,-6,2
16,12,0,0,1,15,58,-2,3,-55,1
2,5,0,0,12,0,10,-20,10,3,1
12,12,0,0,-15,0,-45,-50,-45,-10,2
14,9,0,0,-40,-30,-35,-40,0,0,2
12,12,0,0,-21,-35,-11,-15,-7,-4,2
7,12,0,0,-13,-56,-45,4,-20,-55,2
12,12,0,0,-40,-105,-45,10,-5,-15,2
12,12,0,0,-10,-9,-45,38,15,17,1
12,7,0,0,17,-10,-10,-70,-15,-76,2
12,12,0,0,24,-12,8,20,25,-15,2
16,10,0,0,-35,-35,185,-15,205,-10,2
1,12,0,0,8,7,17,15,21,16,1
12,12,0,0,52,80,25,30,15,-47,1
12,12,0,0,3,15,-30,-10,-10,0,2
14,12,0,0,25,35,10,35,10,45,1
7,12,0,0,-45,-55,-35,-55,30,-5,2
7,12,0,0,20,-15,30,70,65,-10,2
10,12,0,0,-25,13,15,-38,-55,-45,2
2,10,0,0,-28,-25,-20,-20,-20,-2,2
12,12,0,1,20,40,-10,-70,-5,-70,1
12,7,0,0,40,35,35,-1,39,0,2
12,12,0,0,-10,41,60,49,30,7,1
14,12,0,0,44,32,33,35,40,36,1
12,12,0,0,-55,45,30,40,10,10,1
16,7,0,0,-17,-7,65,3,25,-84,2
12,14,0,0,10,-29,-14,-45,-20,30,1
12,12,0,0,-15,40,-30,0,-30,50,1
9,17,0,0,25,45,-23,-17,-75,14,1
12,8,0,0,76,-25,-110,-5,36,-30,2
12,15,0,1,-10,-5,-15,-25,-25,10,1
7,12,0,1,-27,-80,-35,-10,-40,1,1
1,7,0,0,12,65,37,67,15,72,1
15,5,0,1,-26,-55,30,-59,-10,-60,2
12,12,0,0,-35,-45,0,-70,-35,50,2
4,17,0,1,-51,-63,-46,-93,-56,-11,2
7,1,0,0,-20,-37,-15,18,-8,40,1
9,16,0,0,-20,-60,-110,-10,0,-10,2
15,12,0,0,22,40,51,30,51,-12,2
12,10,0,0,-5,11,-125,-5,-10,2,1
8,12,0,0,-40,-25,5,-45,-85,-30,2
12,2,0,0,-52,-76,-64,1,-4,14,1
7,7,0,0,-80,-25,31,-45,11,-20,2
7,6,0,1,-40,-135,-110,-60,-10,-20,2
12,7,0,0,-7,14,14,36,26,-47,2
8,12,0,0,11,72,20,-8,15,32,2
4,14,1,0,-10,45,100,60,95,5,1
18,17,0,1,-41,-30,-46,-70,-46,-47,2
8,12,0,0,15,25,81,45,61,-35,2
12,7,0,0,-23,-60,-1,-60,-1,-66,2
4,12,0,0,8,45,15,90,50,5,1
12,12,0,0,-46,-63,-37,-45,-30,15,1
14,2,0,0,-25,-60,-30,-30,-30,-50,2
10,14,0,0,-15,-15,115,-70,-35,5,1
16,7,0,0,37,36,52,-104,-60,-60,1
12,15,0,0,-65,35,-65,-60,-65,10,1
12,7,1,0,2,21,27,-4,20,-20,2
12,12,0,0,-5,-70,-170,5,-15,65,2
7,12,0,0,11,1,44,36,9,-1,2
4,15,0,0,-19,-34,-31,13,-8,28,1
12,12,0,0,-19,-33,-11,-53,-11,-64,2
7,7,0,0,5,10,62,40,62,11,1
12,12,0,0,50,30,-15,-55,35,5,1
12,12,0,0,-10,-15,-60,0,-65,0,2
12,12,0,0,-35,0,50,-35,45,-10,2
12,7,0,0,5,40,26,5,26,5,1
5,7,1,1,2,-35,39,-25,-8,7,1
12,12,0,0,14,15,-3,20,43,-48,2
12,3,0,0,-65,22,52,-26,4,-22,2
7,12,1,0,30,5,50,55,85,55,1
16,18,0,0,-10,-70,140,-45,185,-50,2
18,5,0,0,-41,-7,17,-24,17,-22,2
10,7,0,0,46,93,53,70,53,27,2
12,2,0,1,-105,-15,-70,-45,-70,-25,2
12,12,0,0,-10,0,-14,0,-14,10,1
1,6,0,0,5,-3,-10,-5,-10,14,1
12,12,1,0,5,150,-15,160,0,105,1
12,12,0,0,69,36,28,61,43,33,1
7,14,0,0,15,15,10,-65,0,-20,2
1,12,0,0,34,70,-10,30,-20,51,1
12,12,1,0,15,34,12,29,14,71,1
7,7,0,0,-13,30,5,-15,10,4,1
12,12,0,0,-5,-25,-10,70,35,40,2
7,4,0,0,35,87,0,4,-45,10,1
12,12,0,0,-75,-35,-75,-13,-77,-50,2
12,12,0,0,-26,40,0,18,10,71,1
12,5,0,1,-41,-40,-67,-50,-10,-43,2
12,12,1,0,37,20,45,60,135,-47,2
12,12,0,0,-25,-35,-15,-45,-40,-50,2
12,12,0,1,55,70,-65,-15,-95,-45,2
12,12,0,0,-9,77,24,-28,-11,-19,2
12,7,0,0,-45,-75,-80,-70,-40,-80,2
12,12,0,0,25,50,80,-25,-10,-10,2
3,12,0,0,80,-17,-2,36,46,17,1
5,12,0,0,40,28,-35,35,20,40,1
8,14,0,0,5,40,65,-15,-63,-42,2
14,5,0,0,-6,-39,-11,-14,4,-18,2
12,12,0,0,-63,-75,-27,-27,-1,-8,2
9,12,0,0,-15,-37,15,-50,-20,-68,2
7,11,0,0,-20,-7,-20,-32,-30,45,1
12,7,0,0,5,-67,25,1,40,-15,2
12,12,0,0,0,5,35,-40,40,-35,2
14,12,0,0,-33,-60,-32,-65,-45,-35,2
12,7,0,0,-45,-73,-30,78,20,40,1
11,12,0,0,-20,-45,-50,25,-35,20,1
7,4,1,1,50,-57,-35,-40,-35,17,1
10,7,0,0,-40,-44,30,2,10,-44,2
17,12,0,0,-25,50,-9,15,-55,9,1
12,10,0,0,-5,5,-5,25,15,49,1
12,12,0,0,60,42,-12,65,-10,60,1
1,5,0,1,-28,-27,-25,-49,-88,-34,2
12,9,0,0,-40,-70,-20,-5,-15,5,1
12,10,1,0,30,11,100,30,100,9,1
10,4,0,0,-45,39,50,20,45,31,1
7,15,0,1,-10,-10,22,-50,-8,-70,2
12,12,0,0,26,31,28,54,51,15,1
16,12,0,0,22,49,100,0,-15,-25,2
14,12,0,0,20,55,53,47,35,25,1
18,8,1,0,25,70,70,65,5,30,1
18,17,1,0,36,60,29,106,4,60,1
7,12,0,0,-10,60,5,5,-20,63,1
12,2,0,0,7,-13,7,9,51,57,1
12,12,0,0,30,32,-17,55,30,50,1
12,16,0,0,-60,-70,-75,-20,25,55,2
12,12,0,0,-96,-44,3,16,-34,20,1
12,12,0,0,-10,5,-25,-50,-50,-45,2
5,12,0,0,13,-34,-165,26,-15,35,2
12,7,0,0,10,-35,-15,40,55,-70,2
12,5,0,0,10,8,-52,53,-52,43,1
12,12,0,0,25,-15,26,5,36,40,1
1,12,0,0,-25,-10,-95,35,-45,35,1
5,5,0,0,-23,53,-25,-64,25,-28,2
0,12,0,0,-50,-70,-30,-30,-5,15,1
12,12,0,0,3,-24,-40,51,35,70,2
9,12,0,0,-45,-10,-25,-10,0,-65,2
12,12,0,0,65,87,17,42,62,7,1
15,12,0,0,50,45,30,35,60,-15,2
12,12,0,0,-13,1,-6,16,-1,-22,2
12,12,0,0,15,-25,-5,-42,-15,15,1
14,5,0,0,15,10,8,77,5,22,1
7,12,1,0,91,76,55,81,48,9,1
17,14,0,0,25,60,15,40,5,60,1
12,7,0,1,-46,-52,-46,-64,-11,-58,2
8,10,1,0,5,45,5,85,75,1,1
5,8,1,0,46,140,-50,104,-50,70,2
12,11,0,0,-5,27,-14,35,-29,-5,2
12,12,0,0,0,-25,-55,-35,-20,30,1
18,7,0,0,15,-65,-40,-25,0,-55,2
12,12,0,0,-20,5,-11,-45,-1,25,1
9,6,0,0,-5,8,0,-95,-10,-38,2
7,12,0,0,52,-22,2,4,48,22,1
7,12,0,0,-10,-48,-20,-20,-100,9,1
12,4,0,1,10,-70,-40,-100,10,-70,2
18,5,0,0,-36,-74,-39,-54,-19,-43,2
4,5,0,0,-16,38,20,-19,15,-28,2
12,18,0,0,75,15,-10,-15,35,35,1
8,9,0,0,6,84,-20,106,-5,14,1
12,8,0,0,-5,-55,-90,-65,-95,25,2
6,7,0,0,0,0,0,0,0,0,2
5,10,0,0,-12,45,-35,10,50,65,1
15,1,0,0,8,50,83,2,39,-12,2
12,9,0,0,4,59,38,-31,-22,7,1
11,17,0,0,52,-43,-23,-21,-3,-41,2
12,12,0,0,1,-20,4,-28,6,-3,2
12,12,1,0,10,20,95,-5,90,5,1
14,12,0,0,5,28,-40,-18,0,15,1
10,4,0,0,40,72,47,55,45,56,1
14,12,0,1,10,10,33,-13,30,-45,2
12,12,1,0,35,60,47,0,47,-16,2
10,3,0,0,-20,-27,-20,-67,-30,-58,1
15,5,0,0,-20,-65,0,20,-20,-5,2
5,7,0,0,-2,85,-7,-15,13,70,1
17,18,0,0,-9,-15,55,75,30,-11,2
14,12,0,0,60,30,50,45,85,40,1
4,12,0,0,-30,-20,45,-10,45,-10,2
7,12,0,0,-70,-10,-45,-95,-55,30,1
12,7,0,0,2,-23,-20,-17,-20,-35,2
18,7,0,0,40,-14,40,1,40,-1,2
9,18,0,0,25,60,90,8,23,19,1
12,12,0,0,-20,-60,-70,-30,-5,-15,2
12,7,0,0,10,-3,30,18,5,30,1
12,12,0,1,-50,-75,-72,-55,-45,-85,2
12,5,0,0,-40,-80,-40,0,-55,5,1
15,16,0,0,21,-33,47,47,15,-2,2
8,0,0,0,10,0,-13,65,22,26,1
12,12,1,0,32,28,22,62,58,68,1
12,12,0,0,-55,-33,0,-3,-90,-7,2
9,14,0,0,-11,-24,30,-1,-25,-29,2
12,14,0,0,26,-35,0,-33,-25,-41,2
1,12,0,0,25,9,35,65,25,-24,2
12,9,0,0,10,-10,-15,25,-5,20,1
5,7,0,0,-10,84,24,-9,46,-16,2
15,12,0,0,-30,-80,-40,0,-15,-10,2
12,12,0,0,2,3,-7,32,20,42,1
12,5,0,0,-28,-17,-67,16,5,46,1
18,12,0,0,0,-18,-60,-80,-55,-7,2
12,12,0,0,-16,-12,-1,-24,4,-53,2
10,5,0,0,-10,-41,-5,25,-25,-34,2
2,5,0,0,20,-20,-35,52,-35,65,1
12,12,1,0,5,60,40,25,40,150,1
15,10,0,0,-51,17,17,-12,3,61,1
12,12,0,0,-35,-34,-26,-66,-94,5,1
7,12,0,0,40,70,-15,15,35,15,1
12,4,0,0,13,60,139,-20,-7,-25,2
1,12,0,0,25,62,-20,5,-20,54,1
2,7,0,0,2,5,-32,-15,-32,18,1
13,12,0,0,51,8,28,69,12,51,1
12,12,0,0,10,15,20,-70,-20,-55,2
12,9,0,0,-15,-40,40,70,25,-30,2
12,1,0,0,-35,-95,-49,-35,-95,-51,2
4,6,0,1,-32,-35,-35,25,15,-20,2
5,7,0,0,-8,4,7,57,3,57,2
10,12,0,0,-20,-37,-22,-59,-44,-60,2
9,12,0,0,-10,-22,-15,15,35,27,2
7,12,0,0,-7,3,-2,4,2,82,1
18,12,0,0,0,15,-10,10,20,15,1
12,10,0,0,-25,0,-10,20,10,26,1
12,12,1,0,45,100,25,5,65,-60,1
12,12,0,0,-5,-9,-8,15,30,7,1
12,12,0,0,2,3,-16,18,-30,-27,2
1,12,0,0,29,90,33,60,28,39,1
15,12,0,0,-160,65,100,25,-55,-25,1
12,6,0,1,20,0,-15,-70,-15,-55,2
9,12,0,0,0,12,45,47,44,42,1
12,12,0,0,-10,34,45,-31,5,12,1
10,12,0,0,55,62,16,25,5,49,1
12,12,0,0,23,-5,-17,-11,-21,-43,2
12,7,0,0,1,-9,-32,1,-27,-43,2
14,10,0,0,-45,-43,-38,-10,-20,-31,2
11,8,0,0,10,-13,-25,-3,-5,-10,2
12,18,0,0,5,-30,-35,10,0,-40,2
17,12,0,0,0,75,60,-70,20,-60,2
15,15,0,0,10,19,37,-1,5,9,1
7,4,0,0,33,-5,-10,15,15,51,1
2,1,0,0,2,-27,-58,-47,-58,3,1
6,12,0,0,-70,-25,0,-15,-35,-10,2
9,12,0,0,35,35,58,14,27,11,1
7,1,0,0,-63,-48,-32,-41,-21,-29,2
7,12,0,0,40,70,50,-44,6,10,1
12,15,0,0,10,25,40,20,-10,-25,2
18,12,0,0,14,55,-30,-41,-19,38,1
14,0,0,0,20,55,-10,-25,30,70,1
14,12,0,0,0,-50,-15,-40,40,0,2
7,4,0,0,-32,35,55,25,45,81,1
7,7,0,0,5,3,-90,-3,-20,-10,2
15,7,0,0,-3,-86,16,-36,26,-77,2
12,0,0,0,25,-3,-35,43,20,20,1
7,7,0,0,-51,-84,-50,-30,-55,-10,2
12,12,0,0,-1,4,-30,12,-15,47,1
12,12,0,0,30,45,30,-2,0,10,1
16,12,0,0,40,83,65,-28,-30,-45,2
2,1,1,0,50,28,12,58,-8,55,1
16,12,0,0,0,8,33,25,45,-6,2
12,16,0,0,-15,-55,-130,-15,5,5,1
12,7,0,1,-4,-7,-7,-47,-17,0,2
10,5,0,0,58,55,25,45,15,54,1
17,12,0,1,-14,10,30,-65,-10,-41,2
7,12,0,0,22,71,27,-10,30,70,1
12,12,0,0,40,20,-70,10,-35,40,1
12,12,1,0,56,90,35,129,65,100,1
5,14,0,0,28,45,59,-6,-5,4,1
7,12,1,0,45,33,20,80,20,42,1
12,8,0,0,0,10,-90,35,-65,25,2
9,5,0,0,7,-22,15,5,-35,12,1
7,7,0,0,13,17,-30,39,-2,33,1
15,12,0,0,35,80,91,60,51,28,1
7,12,1,0,-6,80,25,-5,-50,31,1
7,12,0,0,0,20,0,0,-60,60,1
12,18,0,0,30,70,30,-30,10,60,1
12,14,0,0,45,10,5,-35,-25,10,1
15,12,0,0,-5,-20,5,12,25,10,1
7,12,0,0,-5,5,0,25,0,25,1
12,12,0,0,135,-22,8,-12,-7,-22,2
10,7,0,0,-20,-5,58,-55,-12,-71,2
2,9,0,0,50,65,75,125,60,15,1
2,12,1,0,73,0,10,60,10,42,1
12,10,0,0,-34,-31,-10,-19,-27,1,1
17,17,0,0,-4,36,-31,1,-36,45,1
7,12,0,0,-192,50,45,-25,-85,16,1
7,12,0,0,-5,-10,40,30,55,55,1
7,9,0,0,0,2,-25,25,-15,33,1
12,12,0,0,22,45,-63,-35,-23,45,1
12,14,0,0,30,27,50,-37,45,-20,2
10,12,0,0,26,50,9,-5,10,30,2
8,12,0,0,-10,-25,-40,-5,-20,-40,2
7,11,0,0,-28,-59,-50,-76,-53,54,1
1,12,0,0,0,72,53,67,83,5,1
12,11,0,0,-83,-12,23,-39,-47,-23,2
12,12,0,0,0,40,15,-90,5,30,1
9,12,0,1,7,-19,17,-29,17,-78,2
12,16,0,0,95,-20,-45,-25,-30,20,1
15,12,0,0,15,-45,0,-20,30,-70,2
4,12,0,0,0,-18,25,-3,10,-24,2
12,12,0,0,5,37,70,-15,20,-15,2
7,12,0,0,35,60,30,40,45,110,1
14,14,0,0,10,15,-10,40,-15,25,1
12,12,0,0,25,16,4,-40,-30,5,2
2,16,0,0,38,79,-153,35,-185,43,1
12,12,0,0,23,-10,101,55,51,-25,2
7,12,0,0,11,52,-5,17,0,0,2
12,12,0,0,-50,60,85,20,-30,-15,1
3,12,0,0,15,-17,-35,-17,-5,33,1
15,7,0,1,-19,-30,30,-90,0,-51,2
12,12,0,0,-1,35,0,48,-2,5,2
7,12,0,0,15,18,-25,-22,-8,2,1
14,2,0,0,-30,-70,-45,-70,-70,-50,2
12,2,0,0,-20,-10,-10,-12,-5,-83,2
12,10,0,0,0,-11,-2,8,-2,23,1
14,12,0,0,21,16,4,41,14,24,1
16,12,0,0,5,35,55,-22,-13,-5,2
17,9,0,0,-5,50,-34,82,-5,43,2
8,13,0,0,15,36,17,-26,7,-35,2
16,18,0,0,10,30,60,-30,-5,10,1
12,1,0,0,20,-15,35,0,35,-30,2
9,7,0,1,-39,-109,-13,-89,-3,-72,2
7,4,0,0,31,3,18,-53,-28,-29,2
12,9,0,0,5,-33,-15,-15,-35,-12,2
2,7,1,0,95,55,77,45,77,18,1
12,6,0,1,5,-40,-105,-120,-35,5,1
12,14,0,0,5,15,0,-111,-32,-72,2
12,16,0,0,-5,10,5,-30,-50,-20,2
3,12,0,0,1,-46,-34,13,27,-15,2
12,12,0,0,100,-20,-20,-20,-5,15,1
12,12,0,0,44,48,-40,58,-40,81,1
1,7,0,0,-20,35,-45,35,-35,0,2
7,1,1,0,56,41,-15,71,23,4,1
1,10,0,0,-27,28,-2,15,-30,-21,2
5,7,0,0,15,110,45,-55,35,-20,2
15,12,0,0,-70,10,40,-55,-15,-15,2
12,17,0,0,-5,-85,-45,-10,-10,-20,2
4,12,0,0,-182,60,60,90,10,30,1
12,7,0,0,5,12,-5,0,5,-22,2
12,17,0,0,6,-22,-67,-73,-28,-26,2
10,12,0,0,-5,45,150,0,40,-60,1
12,12,0,0,20,50,12,-15,-3,20,1
4,14,0,0,55,-20,-60,-125,-70,-110,2
6,12,0,0,-10,10,-10,40,10,-10,2
10,12,0,0,32,70,-15,50,10,10,1
12,10,0,0,85,10,-5,77,65,-11,2
1,11,0,0,-60,5,30,-25,-20,35,1
16,12,0,0,-10,65,115,-30,-50,-30,2
17,12,0,0,14,-19,-17,61,61,40,1
12,12,0,0,-40,-50,-20,67,25,80,1
12,12,0,0,25,-25,-30,55,105,55,1
12,15,0,0,-27,-44,-81,-14,-61,37,2
9,7,0,0,-5,-20,-10,20,20,-60,2
12,12,0,0,-3,65,-35,-80,-45,-32,2
14,12,0,0,-5,-45,-27,-35,-17,-31,2
9,12,0,1,1,-45,0,-35,20,-41,2
14,15,0,0,20,60,34,15,-1,57,1
12,2,0,0,-16,-65,-28,-70,13,-93,2
7,12,0,0,27,-13,15,42,15,54,1
8,9,0,0,0,27,30,-5,-23,-14,2
8,1,0,0,-69,20,5,-30,-10,-20,2
14,12,0,1,14,-15,-30,-15,-20,-70,2
10,15,0,0,60,70,35,45,20,5,1
16,7,0,0,-16,-32,23,-2,-35,-83,2
12,7,0,0,-12,-25,-5,-28,-32,-30,2
5,13,0,0,18,70,23,-69,1,-24,2
12,12,1,0,5,25,105,25,105,27,1
12,11,0,0,-9,-15,-70,-55,-70,-20,2
14,12,0,0,15,5,15,105,30,55,2
12,12,0,0,-10,-25,0,-25,20,25,1
6,12,0,0,-5,8,12,45,10,30,1
17,8,0,0,5,15,95,10,65,0,2
12,0,0,0,15,-15,45,30,35,-25,2
12,12,0,0,48,-15,-26,25,20,-7,2
5,18,0,0,53,26,-25,31,20,30,1
12,12,0,0,0,-50,20,-36,-47,-7,2
12,12,1,0,61,46,25,56,28,59,1
12,17,0,0,-5,80,-55,-15,-30,55,1
12,7,0,1,-4,-20,-10,-60,-20,4,1
12,6,0,0,-15,20,-53,-75,-35,3,1
12,7,0,0,0,24,35,-13,-30,-52,1
18,7,0,0,35,-15,-35,50,15,-30,2
7,5,0,0,-5,-55,-20,15,0,33,1
9,12,0,0,5,-5,15,-20,20,-10,2
12,12,0,0,-40,-5,-55,-10,-55,-35,2
2,10,0,0,-36,12,27,3,13,46,1
12,7,0,0,-35,-17,67,-27,67,-73,2
2,12,0,0,25,22,50,118,35,-40,2
2,12,0,0,-10,-30,15,-8,48,-1,2
12,18,0,0,-1,-16,-51,-56,-46,-20,2
12,12,0,0,-23,-10,-19,-43,-79,-15,2
9,12,0,0,15,30,26,30,47,21,1
12,4,0,0,-20,-60,-70,-70,-65,-5,2
7,12,0,0,-35,-103,-37,-55,-5,-40,2
12,16,0,0,-15,-40,-75,-20,-10,10,1
0,12,0,0,15,40,51,10,31,-15,2
12,10,0,0,18,77,45,20,25,55,1
11,12,0,1,-23,-41,-50,-33,-37,-54,2
12,1,0,0,4,-9,17,48,21,32,1
10,12,0,0,-3,-16,10,-35,10,-14,2
12,12,0,0,-29,-1,2,-1,7,12,1
14,12,0,0,5,30,-20,-15,20,15,1
14,12,0,0,-35,-25,-40,15,-40,40,2
7,14,0,0,-2,14,13,29,-35,0,2
15,12,0,0,-45,-40,-40,-50,-45,10,1
7,10,0,0,-33,-36,-50,-19,-33,28,1
12,12,0,0,10,80,170,-45,-25,-55,2
12,4,0,0,-30,31,44,0,30,70,1
12,7,0,0,40,55,23,75,43,50,1
12,12,0,1,29,16,-67,16,-57,-27,2
2,12,1,0,19,38,36,86,61,-12,2
12,12,1,1,-30,80,-180,130,-80,100,1
12,7,1,1,1,-70,-10,-26,-10,15,1
17,12,0,0,50,73,-20,-13,-15,28,1
7,12,0,0,16,31,-2,11,-6,-31,2
7,6,0,0,2,4,-10,-51,-10,0,2
12,12,0,0,-37,-20,-54,-35,-43,4,1
12,12,1,0,10,60,60,-25,20,75,1
12,2,0,0,-12,-46,-17,-65,-20,-65,2
12,14,0,0,5,15,20,0,-10,20,1
15,12,0,0,0,-40,-40,-10,-10,-10,2
12,7,0,0,-30,15,5,-25,25,25,1
7,12,0,0,31,86,50,57,10,38,1
14,12,0,0,-136,80,65,50,-25,-20,1
12,16,0,0,50,3,-17,33,43,25,2
16,15,0,0,20,10,10,-70,-55,-90,2
12,9,0,0,-21,9,23,4,-37,17,1
12,7,0,0,0,70,85,34,29,40,1
12,12,0,0,-95,-5,-10,30,25,5,1
5,10,0,0,40,45,12,24,14,-5,2
12,12,0,0,-23,-32,-28,37,23,13,1
18,5,0,0,2,-65,60,50,-45,-25,2
12,12,0,0,10,42,30,60,30,0,2
12,12,0,0,15,-5,19,0,19,-35,2
12,1,0,0,0,-64,1,31,54,23,1
12,1,0,0,11,-14,-13,-36,-50,22,1
12,12,0,0,-26,-70,-33,12,-38,0,2
12,12,0,0,-30,-50,-25,-75,-10,-15,2
12,12,0,0,0,25,20,-85,-25,70,1
12,12,0,0,-74,-26,37,-46,-48,-28,2
5,12,0,0,3,6,1,26,1,8,1
14,12,0,0,20,15,13,15,-10,-28,2
12,12,0,0,-5,-15,-5,-40,-20,-5,2
17,2,0,0,-20,40,0,-105,-5,-25,2
12,7,0,0,15,-5,10,10,10,15,1
15,12,0,0,61,-45,70,77,72,10,1
17,5,0,0,-13,44,75,-21,35,-10,2
10,12,0,0,50,9,-30,10,-50,11,1
12,11,0,0,-45,-102,-55,-67,-55,15,2
12,12,0,0,0,5,-40,55,20,80,2
13,12,0,0,6,-12,-8,54,11,16,1
5,16,1,0,32,82,-33,71,35,98,1
7,12,0,0,-30,-49,-25,-15,10,14,1
12,12,0,0,10,-20,-5,45,25,-20,2
5,17,0,0,8,73,-103,18,-23,50,1
18,5,0,0,-40,-130,-48,-80,-28,-35,2
12,12,0,0,25,6,44,19,56,45,1
12,9,0,0,40,2,-25,60,50,18,1
18,7,0,0,8,-37,-12,5,8,-40,2
12,17,0,0,0,-25,-30,20,10,35,1
12,12,0,0,6,10,75,65,0,29,1
12,7,0,1,-17,-14,-10,-44,10,0,2
17,14,0,0,19,-9,13,56,46,-25,2
12,12,1,0,70,85,-10,135,135,50,1
12,4,0,0,122,75,30,0,55,-20,1
12,12,0,1,-40,-71,-155,-21,-55,-14,2
7,5,1,0,15,58,0,-19,64,-18,2
12,14,0,0,78,50,7,22,16,38,1
12,7,0,0,-30,-55,-25,-10,-35,-66,2
12,12,0,0,17,10,21,15,-14,-55,1
7,11,0,0,-50,50,5,-15,0,90,1
4,7,0,0,-8,15,46,5,42,-20,2
12,12,0,0,6,24,-8,8,-15,26,1
10,8,0,0,50,28,-77,26,-79,0,2
12,14,0,0,18,34,8,59,-5,35,1
4,12,0,0,-10,-35,101,-10,101,-10,2
17,15,0,0,-16,10,11,-36,41,-30,1
12,12,0,1,15,55,20,-60,-35,-70,2
12,12,0,0,-40,-15,15,-20,-35,-45,2
4,12,0,0,-25,-25,95,-55,65,20,1
7,12,0,1,10,38,0,-58,-25,-35,2
12,14,0,0,-15,-60,-73,3,-60,-50,2
